nsim,errorBB_mean,errorNaive_mean,errorBB_median,errorNaive_median,oracle_mean,oracle_median
100,0.9267995817753646,1.3317650362739204,0.06759829659457814,0.1473534973747791,0.029350063087324504,0.0024214664224301106
1000,0.8260346925502872,1.1875872732360224,0.049821570112482574,0.12789630499556745,0.002760840290705036,0.00023881806042162996
