ATEBayesBootstrap,ATENaive,RegressionTrue,PartialCorrTYU,confounding,ATEBayesBootstrappval,ATENaivepval,ground_truthpval,bTY
0.0754267599214095,0.06651011708244745,0.097026293715534,0.08546985921626567,0,0.5421020611348718,0.5846864246669368,0.40026134294166793,0
-0.01328108594938702,-0.022984976479451486,0.0426079080291634,0.09112196457963069,0,0.8025905899198218,0.6757156353300827,0.36971601971357304,0
-0.38359154409720725,-0.445196083719598,-0.07352784891994016,-0.08050293183703953,1,1.3360455444248688e-4,4.991872501439794e-14,0.4282976829946651,0
0.48582338412534626,0.4640305447729267,0.39124020436643353,0.1630691472122616,1,3.0623178972779435e-8,3.112360287676742e-8,0.10680408159309747,0
-0.3280112557066935,-0.7947565286642947,0.06945541213530138,0.11609893846102091,1,0.026194321744770398,3.0460214032856507e-20,0.2524687229907033,0
0.0887450597045896,0.1661309644785682,0.06893234071158053,0.06576238591842105,0,0.48680372459698307,0.1944243221553942,0.5178144847874877,0
-0.13765496661392285,-0.5458518699400999,0.05871660587609259,0.06171988382154875,1,0.3579954495479094,6.082397073677114e-5,0.5439273466924092,0
0.08109752615207685,0.09142596515247502,0.06784435545477499,0.07095480481599355,0,0.41134435529687263,0.3550982061743717,0.4852362880252177,0
-0.03782984731987539,-0.04346957829059636,-0.07413380106560602,-0.06532673748369501,0,0.7467201483574295,0.7087881844739454,0.5205975776631802,0
0.4342925551612038,0.669236879579232,-0.04661651178673539,-0.06415948745260144,1,1.0719214845269119e-4,3.513969151686799e-15,0.5280916423690413,0
0.4496619498620359,0.48264434713495624,0.014724004464792599,0.024557825921804752,1,5.581491928826632e-16,8.260057750220247e-27,0.8093378024710887,0
-0.028720597595770808,0.004355632613169215,-0.0351551787205789,-0.1010168581187819,0,0.524853179618971,0.9214246928873056,0.31979088906383096,0
-0.499549831567187,-0.9407341287137617,-0.06273675369676349,-0.04097629025329407,1,0.020806177572474296,1.3635451335935747e-27,0.6871688209786049,0
-0.48344330272562386,-0.626566339928115,-0.11622955924587074,-0.1754583648909798,1,2.021900097905781e-6,1.2644065994943656e-29,0.08236602486758567,0
0.149975732919502,0.13567405187203754,-0.06370076830639708,-0.06479812958667322,1,0.03174619920535542,0.03435722888410377,0.5239846903815605,0
-0.3243111907798977,-0.606097618044551,0.028439439496381516,0.04511344278798089,1,6.161416468719383e-4,5.568732519144041e-17,0.657477762161776,0
0.32671369538621237,0.8944775717023492,0.026591067746546394,0.020336095830159186,1,0.07517966289578198,3.7158553994499446e-16,0.8416428968284779,0
0.08719756275820925,0.5654102174196547,-0.2329907508547134,-0.21391487252652194,1,0.6140370644673858,3.332385022340931e-4,0.03349739877159722,0
-0.935381717378035,-0.9357572294453543,-0.15717507822497997,-0.12609364963368075,1,1.8270524691717977e-13,1.3878416116088258e-25,0.21362741500220736,0
-0.07741448079640473,-0.07384680045745064,-0.0425454526561854,-0.08676269057966503,0,0.1321770709408971,0.16276363849536576,0.3931460513699008,0
0.8898124759055397,0.9100265472579043,-0.06701198893102858,-0.047475028967174704,1,5.883637411713613e-14,9.884309742316692e-19,0.6407613082979371,0
-0.5137010693603961,-0.7429864289810559,-0.1116847222234623,-0.06861883323921121,1,0.03921476238386124,4.513021038908611e-22,0.4997559433362513,0
-0.0602979493873742,-0.05420435438486321,-0.05758421037714483,-0.08260305655376939,0,0.40339873120246605,0.460224267058543,0.41630850511310047,0
0.3841355085016704,0.4079245922558669,0.1822952634060421,0.10498408407311118,1,0.005422023857736943,0.0023390722734886577,0.3010552136210413,0
-0.20373760893037832,-0.2681165411065144,0.01637968173555835,0.019011030918582666,1,0.012738427849431699,5.34757668565878e-10,0.8518394854710718,0
-0.200610878254108,-0.1966385281746406,-0.20196083196693396,-0.20587668910168108,0,0.042793435033759604,0.05387427580635292,0.040915323991292794,0
-0.1711929269646602,-0.1574757889548636,-0.16113117219651096,-0.20433183666339938,0,0.028712010744064872,0.047420952724606266,0.04248752981324126,0
-0.7165371428516393,-0.8053053899300925,0.06243460528081896,0.03886066996278364,1,1.6213194403306467e-5,1.3920563249199043e-28,0.7025411471726879,0
0.053952985332642464,0.05704565183443995,0.08053919854385695,0.1108425911040346,0,0.4295807194677488,0.4023313784531306,0.27473077890437303,0
0.0653302241583159,0.1214706686075979,0.11968757818978246,0.12995020316368117,0,0.5072193769002105,0.23573725025199666,0.19983888982888479,0
0.27637779331765105,0.3562991769686291,-0.07130896015150845,-0.06732407692409943,1,0.018336311658316073,6.488666123306726e-4,0.5079004316395008,0
0.771799837819434,1.0180075324354707,-0.02833772140994173,-0.044863808220220125,1,2.1616414598277838e-13,6.534833233671549e-33,0.6592548806033589,0
-0.28407068923058953,-0.42283207066257883,0.11015610807637372,0.06393632207520099,1,0.011421391150158739,1.4389820155299282e-13,0.5295305618066155,0
-0.01826361961062291,0.013300361286906048,-0.13507678957018815,-0.06954261046225806,0,0.9282004188194084,0.9473328456084642,0.4939870451354733,0
0.09470713579383894,0.2219459172270252,-0.06925591206818023,-0.05242039728247325,1,0.2886134020450633,3.0356719530761134e-10,0.6063386850218428,0
0.8130619866651486,0.8192185969251347,0.09818506695873977,0.13144200881931611,1,8.626659334082465e-36,4.494909157717391e-35,0.19468062597429595,0
-0.7278802431336258,-0.828352626593373,-0.16941476018414453,-0.16130656765848728,1,3.153206865131363e-7,1.5477925630382002e-9,0.11069861465984686,0
