ATEBayesBootstrap,ATENaive,RegressionTrue,PartialCorrTYU,confounding,ATEBayesBootstrappval,ATENaivepval,ground_truthpval,bTY
1.83723989494824,1.833276883849216,1.8637930604823016,0.8548957511575589,0,8.103624793756497e-27,6.62627455157527e-27,2.1325682179586014e-29,1.766766766766767
1.5545324764684625,1.5535916000971262,1.61918448460574,0.9610486181232107,0,2.764388588375175e-50,7.24339396187875e-48,5.628234123119313e-56,1.576576576576577
1.0707491127039235,1.0513004127768977,1.4229686475765568,0.8423542223895247,1,3.766104991343293e-13,4.009940751314776e-37,8.676667067708952e-28,1.4964964964964969
4.773184783007668,4.753319834062216,4.680529493655724,0.8923702043327382,1,9.524869859617799e-77,6.094607987908804e-78,2.749778727577759e-35,4.2892892892892895
1.7693966798734013,1.2823205484127824,2.1465324892123787,0.9637561856813631,1,5.042349506034378e-20,5.2562423968793665e-34,1.8227333847267445e-57,2.0770770770770772
-1.7462215408921002,-1.8008360024884,-1.898034626255386,-0.8758229821054239,0,7.362444239091929e-25,4.693738410575488e-25,1.881484134476226e-32,-1.9669669669669672
3.2423757632536003,3.2429369188486903,3.8475053946648803,0.9708713235118288,1,4.0592572234102536e-44,3.0806316024201636e-43,5.376368684432198e-62,3.788788788788789
1.5550423097618973,1.5679024416289518,1.5443208319312511,0.8508207189942684,0,2.5718931839548483e-28,1.834530381457444e-28,7.378582213628131e-29,1.4764764764764768
-3.866582411861903,-3.8622883971094146,-3.892952619884425,-0.9602021599910947,0,1.951133799029308e-54,8.220453706195675e-54,1.5648745356547097e-55,-3.818818818818819
-0.3457006784032525,-0.3367691264267743,-1.0526225177927417,-0.8235311972572389,1,9.17464729863698e-6,7.922885989510549e-6,1.2805080887555358e-25,-1.006006006006006
0.6226907314324809,0.6578195223101313,0.18989917963996716,0.30202801154809755,1,2.010215518298798e-23,1.6210266569513648e-36,0.002379459728048368,0.1751751751751751
-1.113471762490081,-1.1918405635830274,-1.2313513749167735,-0.9626682114200614,0,2.854835907637585e-44,3.6998715622480514e-46,7.456034023826095e-57,-1.1961961961961962
-4.628949694396918,-5.46025364823328,-4.5822562732162835,-0.9485375432080866,1,4.529518522994483e-21,6.253960834086989e-93,3.0765112876970084e-50,-4.51951951951952
-3.9222782446348914,-4.024964738326514,-3.514627957644267,-0.9832168087750756,1,3.3681823668645315e-58,9.003636021389147e-100,1.7518804282862182e-73,-3.3983983983983985
4.060475401585062,4.084623000820989,3.8852481806425514,0.9695710382099488,1,7.041976691322116e-67,1.0324882363110203e-79,4.335379023375247e-61,3.9489489489489493
-0.8355970844329488,-1.2217132336601668,-0.5871761761192339,-0.6819478705056798,1,7.2544281241318105e-12,1.0612361416103827e-36,7.7955919525515e-15,-0.6156156156156154
1.866077602405204,3.1717548489796252,2.303868345023822,0.8697331638484075,1,2.2047501834213975e-7,1.1765509671616978e-55,1.649688672098053e-31,2.2772772772772774
2.9432649626030916,3.9337785857880254,3.1353776175136563,0.9469626759713672,1,1.0006163017597201e-24,1.3511245432782561e-44,1.2783534793508915e-49,3.368368368368369
0.9813596804428059,0.9811596874715621,1.759741838691938,0.8181981805188008,1,2.7783433604474133e-13,6.0809675056232765e-27,4.737499007082891e-25,1.9169169169169171
-2.873943739474412,-2.8716445982552457,-2.8403432504539814,-0.9855296185811926,0,7.877838426725551e-76,4.462871706560223e-73,1.392895227579656e-76,-2.7977977977977977
2.663381674104593,2.6968133340446947,1.71977479785576,0.7733308812695724,1,1.54593715856694e-43,2.8293799839457114e-53,6.591767268740904e-21,1.786786786786787
1.4075637243121069,1.2139705279759012,1.845272234733496,0.7507267506412103,1,7.451556119400716e-9,8.113195718391674e-37,3.659988887797809e-19,1.9569569569569571
-1.6559488519078103,-1.6608109609914685,-1.6641908169837525,-0.9228159819987499,0,9.246401686610914e-41,5.879689399533544e-40,5.722900470321388e-42,-1.6066066066066065
-3.3471835277065516,-3.240724056392781,-3.466353385242607,-0.8950835185437818,1,1.8257938969827175e-33,4.1818819960545504e-43,8.518924077855871e-36,-3.6486486486486487
